-6.35791	13.4555	
-5.95777	14.1418	
-4.79777	14.7309	
-8.26158	14.5144	
-6.84467	15.3938	
-12.1857	13.0228	
-4.75782	12.0596	
-3.93858	9.94145	
-7.19811	14.4583	
-6.51526	11.2654	
-4.90388	6.33056	
-5.25598	5.71765	
-3.57584	3.28179	
-4.90388	6.33056	
-4.3026	5.36945	
-4.53815	5.0518	
-4.53815	5.0518	
-2.7252	3.71205	
-1.1685	3.79551	
-4.23205	5.78523	
-7.83731	3.15864	
-3.72599	2.53712	
-4.18182	2.64065	
-9.56851	4.1164	
-8.15781	4.41577	
-8.29969	8.18853	
-3.59415	1.96347	
-1.98305	15.0079	
-0.787341	5.48794	
-6.0465	6.6058	
-4.90388	6.33056	
-3.36206	8.80134	
-9.40944	9.99632	
-3.36206	8.80134	
-6.74493	6.74361	
-3.36206	8.80134	
-1.5837	0.730851	
-2.37019	12.0925	
-3.36206	8.80134	
-5.80024	6.24389	
-6.7072	8.61182	
-7.93449	6.19408	
-5.41284	9.20932	
-6.50365	10.508	
-4.83803	7.66473	
-5.1734	7.66818	
-7.93449	6.19408	
-7.11633	5.55234	
-6.53107	10.0217	
-5.32036	9.95108	
-0.762208	11.7532	
1.17083	10.5756	
-4.27307	10.7505	
-3.36206	8.80134	
3.01486	9.41074	
0.443097	11.5632	
-2.81701	9.54858	
-1.01653	10.3951	
-0.938902	9.64769	
-3.88249	11.2287	
-0.18817	4.75478	
0.112539	5.50191	
0.234439	4.61197	
-10.3896	9.32339	
0.234439	4.61197	
-2.25037	5.03738	
-6.71889	9.46019	
-3.01592	12.1012	
-5.20576	11.7247	
-2.18658	10.2387	
-5.81662	10.6223	
-7.37585	10.4983	
-5.43881	9.67206	
-1.66145	8.84476	
-7.68488	10.1038	
-5.81662	10.6223	
-5.81662	10.6223	
-5.71504	10.2269	
-7.40081	11.5496	
-8.10328	12.2084	
-2.18658	10.2387	
-2.81701	9.54858	
-2.81701	9.54858	
-0.297598	6.43178	
-2.32497	9.76515	
-2.32497	9.76515	
-3.93858	9.94145	
-2.32497	9.76515	
-2.81701	9.54858	
-2.75107	7.69901	
-2.0724	7.65906	
-7.07335	8.50482	
-2.81701	9.54858	
-2.11002	11.0097	
-2.11002	11.0097	
-3.36729	11.1348	
-2.18658	10.2387	
-2.18658	10.2387	
-2.11002	11.0097	
-2.3098	7.65586	
-5.75407	5.6592	
-6.66393	2.6397	
2.97296	7.45892	
-5.71235	5.37106	
-6.66393	2.6397	
3.94424	7.67179	
2.42358	7.09864	
-5.75407	5.6592	
-5.20266	0.842299	
4.72608	7.42271	
-5.48399	11.3318	
0.0088282	8.40419	
-6.10459	11.8861	
-0.539236	7.63176	
-4.34894	9.49511	
0.0088282	8.40419	
-3.50903	10.6984	
-0.539236	7.63176	
-3.93858	9.94145	
0.333612	8.07982	
-3.49762	7.09907	
-3.35193	6.2933	
-4.651	9.3411	
-4.54845	8.79275	
-3.49762	7.09907	
-5.22269	8.67205	
-4.54845	8.79275	
-3.49762	7.09907	
-3.49762	7.09907	
-5.25598	5.71765	
1.36261	7.72339	
-0.539236	7.63176	
-5.42781	6.97292	
-4.53815	5.0518	
-4.2274	6.59257	
-4.47003	6.27025	
-0.881191	12.9961	
-4.47003	6.27025	
-1.0335	7.81125	
0.0427007	7.23827	
-3.78142	12.387	
-4.52475	10.2585	
-8.48534	11.0884	
-8.48534	11.0884	
-9.29761	11.4163	
-7.21819	12.6454	
-2.81701	9.54858	
-3.93858	9.94145	
-8.75541	9.09185	
-10.0536	7.2909	
-3.36206	8.80134	
1.84812	3.91754	
-3.57477	13.0189	
-7.26936	7.2417	
1.58856	11.5615	
-9.90658	8.336	
-3.18184	4.27193	
-4.8198	4.38876	
-6.66588	7.18447	
1.42427	3.74352	
-2.36138	6.61628	
-2.56088	2.84449	
-3.49762	7.09907	
0.852492	6.84146	
-10.3286	6.47728	
