Same community as previous or not (first number is number of bipartitions)
104	0	1	2	3	4	5	5	5	5	5	6	6	
Value of lambda: 
0	-2	30.125	62.25	94.375	126.5	158.625	190.75	255	319.25	351.375	383.5	512	
Number of communities: 
0	1	86	93	94	102	103	103	103	103	103	104	104	
Value of modularity: 
0	1.02294	-0.196766	-0.564807	-0.932453	-1.29963	-1.66609	-2.03254	-2.76543	-3.49833	-3.86477	-4.2312	-5.69692	
Community index (first column is bipartition index): 
94	0	78	85	86	92	93	93	93	93	93	94	94	
95	0	79	86	87	93	94	94	94	94	94	95	95	
96	0	80	87	88	94	95	95	95	95	95	96	96	
97	0	75	82	83	95	96	96	96	96	96	97	97	
98	0	81	88	89	96	97	97	97	97	97	98	98	
99	0	82	89	90	97	98	98	98	98	98	99	99	
100	0	83	90	91	98	99	99	99	99	99	100	100	
101	0	84	91	92	99	100	100	100	100	100	101	101	
102	0	85	92	93	100	101	101	101	101	101	102	102	
103	0	10	12	13	101	102	102	102	102	102	103	103	
