11.6543	0.499646	0.415109	
8.71013	5.59452	-14.6625	
7.16058	-2.85527	-1.03928	
5.5938	-7.88806	-0.948177	
8.22766	-5.41899	0.938537	
16.6081	2.43525	1.50165	
10.4862	1.5464	-0.469401	
15.3093	7.40025	-13.0562	
7.16889	-6.59556	2.31866	
17.0893	4.21975	-1.08667	
4.96573	4.23554	-3.44727	
5.92808	5.2903	-3.33988	
16.6082	-0.694099	-3.25032	
0.722434	1.19333	-6.65314	
18.0077	0.391303	-6.80914	
6.09721	-4.43816	0.272335	
1.41041	0.306906	-9.98393	
5.4047	-2.81479	1.48746	
17.259	-1.53781	-8.23192	
4.02943	3.33128	-2.14367	
9.34734	4.01993	-8.20086	
5.47492	-0.31801	-8.74596	
3.21665	2.02995	-0.460417	
7.45783	1.94994	-6.99564	
8.16518	0.645047	-8.38346	
12.9685	1.85411	-6.01241	
13.0963	3.59038	-4.9115	
6.85481	4.45002	-2.22748	
7.62992	1.80145	-6.43092	
8.08262	3.09065	-7.38636	
6.40201	-0.406841	-7.76812	
7.04374	0.855849	-6.81312	
5.77027	5.73105	-2.11476	
10.0179	6.08517	-6.14373	
6.01667	0.0511336	-7.57858	
8.04616	6.72982	-5.17403	
6.103	-0.166971	-6.21433	
6.71059	3.67728	-7.63466	
6.53659	0.459028	-7.51672	
6.63906	4.30967	-10.4111	
7.2369	0.709404	-5.41702	
6.95078	0.695889	-5.99716	
5.4835	7.04141	-6.27691	
5.92495	2.87383	-7.41106	
5.32222	-0.825163	-4.97134	
1.85527	1.85138	-7.62054	
6.92081	4.97265	-8.4515	
2.85033	5.22803	-4.5735	
7.23096	0.833813	-7.66037	
5.28329	-1.54936	-4.36141	
4.8677	-2.53503	-7.01489	
9.83043	0.754561	-4.36057	
12.2285	3.87143	-6.66538	
2.9165	-1.74819	-2.33409	
2.59701	-0.333462	-2.56872	
8.49083	6.33399	-10.0733	
11.5232	1.99817	-6.06337	
9.11746	5.35561	-2.25699	
12.878	2.84293	-2.52441	
13.7764	1.92529	-7.64028	
9.72059	0.57612	-7.10229	
11.7488	-1.35147	-8.13825	
13.4191	-1.7527	-6.20606	
10.7965	-0.189024	-7.82201	
8.16216	3.04092	-4.31532	
10.0316	-2.1523	-11.047	
10.7965	-0.189024	-7.82201	
10.1514	-1.20994	-6.49804	
10.7965	-0.189024	-7.82201	
7.70426	2.40376	-3.84122	
7.01297	-2.10818	-7.55945	
7.01297	-2.10818	-7.55945	
7.01297	-2.10818	-7.55945	
6.85866	-1.72089	-6.95153	
5.43098	-0.277345	-10.8211	
7.01297	-2.10818	-7.55945	
6.96261	-2.8824	-7.40829	
6.67328	-2.35829	-6.47725	
8.9222	-2.85549	-7.1863	
6.96261	-2.8824	-7.40829	
5.36266	2.04246	-4.60769	
9.25718	0.308463	-8.21993	
2.1143	-4.96804	-5.13615	
4.18382	-0.244309	-6.75315	
3.67182	-3.79164	-6.62048	
9.71789	1.27287	-10.0725	
6.46328	3.33522	-6.95311	
8.51434	6.26146	-0.370272	
0.552918	-3.44682	-9.39728	
10.9693	1.19574	-11.0969	
11.1525	-2.53144	-11.8458	
10.6028	-0.704198	-8.78017	
6.24918	-0.473163	-9.36956	
5.0655	-2.36733	-8.66794	
10.5989	-1.14111	-7.41119	
6.61928	-1.83094	-9.61068	
10.7696	-0.714865	-8.19497	
8.42668	-1.24869	-7.62513	
7.32003	-1.21197	-10.0069	
10.6028	-0.704198	-8.78017	
10.9235	-0.952095	-11.2917	
9.08225	-1.51739	-6.61964	
8.3054	-0.719785	-7.03035	
9.62623	1.56429	-6.72501	
9.77341	1.33346	-7.02041	
12.3627	1.16993	-10.8359	
9.54616	0.906737	-9.07296	
11.785	1.42137	-6.5004	
5.50963	4.79543	-13.9725	
8.3054	-0.719785	-7.03035	
9.32782	-3.12082	-2.75293	
10.0872	4.05148	-5.26848	
11.6348	6.80814	-9.28382	
7.92412	-1.26027	-5.74504	
10.3875	4.55737	-5.391	
7.25208	-1.61771	0.854287	
9.41621	5.34414	-6.70075	
8.00294	2.23818	-10.368	
8.63034	-2.05295	-6.05212	
12.1496	5.48491	-7.9077	
7.99931	0.161717	-5.32284	
7.41481	1.65081	-10.183	
8.27614	5.41931	-6.58764	
14.377	5.7873	-2.43595	
8.52648	0.0534216	-5.13627	
9.78048	2.19983	-7.81734	
7.67201	4.51927	-7.26317	
8.27614	5.41931	-6.58764	
6.99435	3.41642	-8.0117	
8.03182	3.99823	-7.50831	
6.29841	1.16673	-6.3508	
7.5507	-3.18175	-4.61663	
6.69433	-1.60256	-5.67744	
6.14518	0.707262	-6.2887	
6.08403	2.34786	-10.6263	
6.93206	2.66674	-8.30865	
7.71772	-2.99236	-4.96261	
8.65845	6.09393	-7.40135	
5.64252	4.23492	-5.90842	
8.27998	-0.559241	-13.0087	
9.21177	-0.547723	-2.82624	
7.88838	3.1129	-5.71207	
5.00668	-2.6176	-5.2936	
