-37.1661	-47.2482	
-34.8407	-57.388	
-37.0912	-48.6395	
-38.8958	-45.2563	
-37.1664	-45.5392	
-37.9399	-43.4859	
-37.703	-48.1453	
-29.3893	-54.6426	
-28.6099	-50.2395	
-36.4845	-44.03	
-39.3416	-50.1105	
-39.3308	-49.8488	
-31.8347	-48.229	
-40.7653	-54.9138	
-30.9403	-49.6296	
-38.864	-47.1452	
-39.3771	-55.9717	
-40.3822	-47.2959	
-31.4544	-49.6485	
-40.389	-52.1024	
-36.5832	-51.6502	
-38.1823	-53.7375	
-41.0934	-50.186	
-37.344	-52.3623	
-36.5665	-52.8064	
-33.9357	-51.1476	
-38.076	-48.6904	
-39.3662	-49.9661	
-37.5692	-52.4593	
-36.6093	-52.483	
-37.9787	-53.0928	
-37.793	-52.2993	
-40.3871	-49.9745	
-38.1296	-49.6339	
-38.4515	-53.2287	
-39.4868	-49.4415	
-38.4067	-52.2457	
-37.6272	-51.965	
-37.6396	-52.8576	
-36.942	-55.2006	
-37.6411	-51.7847	
-38.9038	-52.1509	
-40.881	-51.9707	
-38.8006	-52.6066	
-38.478	-51.5353	
-40.0049	-54.5465	
-38.1739	-51.1989	
-41.3733	-51.6803	
-38.2299	-53.4448	
-38.4718	-51.4084	
-40.1917	-52.809	
-37.5989	-49.8216	
-33.4191	-51.1157	
-40.9531	-50.5318	
-40.9042	-52.1172	
-34.7746	-54.8847	
-35.3751	-51.3033	
-39.2112	-49.0376	
-38.5361	-48.3777	
-32.6269	-51.1423	
-35.6026	-51.4651	
-34.0821	-51.3176	
-33.9656	-49.5274	
-35.5588	-51.5568	
-37.2456	-51.0448	
-35.2277	-52.9088	
-35.5588	-51.5568	
-35.6201	-50.6323	
-35.5588	-51.5568	
-37.1112	-51.0423	
-37.3502	-54.0222	
-37.3502	-54.0222	
-37.3502	-54.0222	
-37.6845	-52.942	
-37.3681	-54.8221	
-37.3502	-54.0222	
-38.4015	-51.3776	
-38.2647	-51.3262	
-36.3587	-50.8349	
-38.4015	-51.3776	
-38.6762	-52.25	
-35.9108	-52.4833	
-41.7535	-50.4344	
-38.8418	-52.8238	
-40.9422	-52.5314	
-35.2931	-53.4295	
-37.6612	-51.9946	
-39.4559	-47.4222	
-42.1405	-54.2534	
-33.9141	-54.4701	
-34.1257	-53.8743	
-35.0403	-52.0898	
-37.9626	-54.312	
-39.0373	-53.4997	
-34.9339	-50.9889	
-38.7654	-54.0235	
-34.9463	-51.8838	
-36.09	-51.9942	
-37.1604	-53.3241	
-35.0403	-52.0898	
-34.1813	-53.2896	
-35.8034	-50.7169	
-36.5749	-51.7086	
-35.9874	-51.7313	
-35.9156	-51.6336	
-33.1326	-53.6945	
-35.8906	-52.7528	
-35.101	-51.3313	
-38.0624	-56.9849	
-36.5749	-51.7086	
-36.2535	-48.7812	
-37.6444	-50.4257	
-33.2881	-53.172	
-37.0423	-51.3531	
-38.1691	-49.6746	
-38.6062	-47.5304	
-38.0203	-50.3503	
-36.3288	-53.699	
-36.7689	-50.9241	
-36.759	-49.0036	
-37.5239	-51.7311	
-36.8255	-53.5109	
-37.5875	-50.2164	
-30.5759	-52.6227	
-36.9207	-51.5497	
-35.6933	-52.0618	
-37.2895	-51.138	
-37.5875	-50.2164	
-37.4841	-52.2678	
-37.2476	-51.7259	
-38.977	-52.0488	
-38.5731	-50.8481	
-37.9987	-51.5159	
-38.1023	-51.8615	
-37.7423	-55.0232	
-37.6854	-54.0535	
-38.601	-50.661	
-38.3508	-49.902	
-38.6561	-50.7548	
-35.0887	-55.018	
-36.6789	-49.8374	
-37.0719	-51.6751	
-39.4712	-51.2415	
-36.4526	-49.9308	
-37.7181	-51.9859	
-36.9729	-53.6654	
-36.9532	-54.9605	
-37.6819	-51.7775	
-33.9044	-56.9654	
-38.7184	-51.379	
-38.4909	-49.3117	
-39.039	-48.8614	
-36.8188	-52.9286	
-37.024	-53.9347	
-37.0555	-51.0383	
-38.5431	-51.5638	
-38.2238	-54.9311	
-38.2736	-49.33	
-39.9426	-51.7221	
-36.8103	-55.4054	
